screen_name,followers_count,friends_count,created_at,lang,statuses_count
ssoopphhiiee122,33,2248,2012-02-08 14:05:13+00:00,en,68
WendyGould59,17,794,2013-09-16 19:37:14+00:00,en,5
suhaimi22,0,84,2011-02-11 16:07:01+00:00,en,3
pkcpwithana861,0,71,2014-07-05 03:57:36+00:00,en,234
sj_test0,1,1450,2010-05-16 10:08:02+00:00,en,80
carolinewexler,2,109,2012-01-01 09:18:10+00:00,en,9
hklad,0,141,2010-10-18 13:34:19+00:00,en,6
AntonioDAless19,0,82,2012-08-24 15:47:17+00:00,it,1
eipod01,9,1458,2010-10-01 10:30:48+00:00,en,71
AMarhoffer,0,143,2012-12-19 21:07:28+00:00,en,8
kompl3x,1,279,2009-03-05 10:20:18+00:00,en,6
5196916735,5,1547,2011-09-01 05:19:25+00:00,en,15
Ergoboo,3,94,2009-03-30 03:35:07+00:00,en,3
Baileybaker3,0,37,2010-12-27 02:17:34+00:00,en,2
Ianworth73,1,108,2014-11-06 20:57:13+00:00,en-gb,5
Kaleemullah37,1,77,2012-01-28 17:37:03+00:00,en,27
Pike23S,45,2375,2013-05-06 13:08:55+00:00,en,15
StephanieeKidd,0,346,2010-04-02 02:04:18+00:00,en,6
lorranyguedes,32,104,2011-07-18 15:31:48+00:00,pt,5
PorathAdi,2,245,2014-10-08 07:43:13+00:00,en,3
JGastman,8,613,2012-11-14 00:40:56+00:00,en,12
s_nathalie_d_le,1,539,2011-10-22 08:07:46+00:00,en,22
Mels1715,2,131,2013-03-30 05:53:51+00:00,en,16
WelteIngrid,1,181,2014-11-25 22:57:29+00:00,es,24
RaMaoO,2,165,2010-05-17 01:03:09+00:00,en,10
DaniielQueiroz,15,331,2009-03-30 14:32:13+00:00,pt,41
SammyKim3,1,157,2011-10-10 17:51:56+00:00,en,12
JeanySouza1,3,431,2011-08-06 21:04:17+00:00,pt,14
moura_brenda,3,53,2011-01-06 21:42:51+00:00,es,19
IaskoTivadar,3,1457,2012-08-30 07:58:42+00:00,hu,14
TashaBurney1,0,70,2011-10-17 15:25:45+00:00,en,12
gnis2010,16,354,2011-02-11 23:59:13+00:00,en,19
veronicaHayes17,0,242,2014-06-19 22:51:00+00:00,en,8
depingpon,0,36,2011-05-09 12:36:20+00:00,en,2
davide_s27,0,172,2016-05-24 08:46:01+00:00,en,3
Jordanlambert17,1,212,2012-08-14 15:48:22+00:00,en,4
lanikqua,1,171,2009-05-15 20:16:59+00:00,en,35
LeDressay,0,228,2011-05-28 17:36:30+00:00,en,17
GraphicSkins,0,87,2011-12-17 01:15:10+00:00,en,7
bbqbaby3,0,205,2011-12-22 15:32:13+00:00,zh-tw,45
Brad0629,1,198,2010-09-10 02:42:23+00:00,en,21
marisli10,3,46,2011-12-20 20:42:16+00:00,es,3
CarlosAndradeSl,46,2137,2013-08-01 16:57:10+00:00,en,364
i_am_auto,9,1745,2011-06-13 07:25:06+00:00,en,28
LycanKoc,1,73,2011-09-12 13:33:48+00:00,en,7
promiseben,6,532,2011-05-04 15:21:19+00:00,en,18
CailynVoss,2,129,2012-01-16 03:23:11+00:00,en,7
TamimiAbu,0,91,2012-03-07 14:57:57+00:00,en,2
Bikrguy,3,123,2011-05-02 22:14:03+00:00,en,27
teandisco,4,1393,2011-12-26 23:04:17+00:00,en,26
ChelseaFisher,12,86,2009-04-14 03:01:11+00:00,en,5
GaborLilla,1,255,2014-10-05 15:53:15+00:00,hu,5
saraheroth116,0,367,2012-01-25 02:59:16+00:00,en,22
67Goda,2,138,2012-02-22 07:05:36+00:00,en,40
mbn132,1,327,2010-02-23 17:29:54+00:00,en,46
shellsbells90,2,385,2009-06-05 14:22:07+00:00,en,14
FaraSustento,1,1064,2011-09-27 20:53:31+00:00,en,63
alexcoolrandy,1,330,2011-12-14 15:58:59+00:00,en,8
TT_LuaBlanco,0,99,2012-07-31 12:47:36+00:00,pt,20
pirrlooo,0,115,2011-03-05 23:23:15+00:00,en,3
trevor_strange,0,99,2013-01-01 16:41:16+00:00,en,2
EstabaKrystal,86,652,2011-08-06 01:44:02+00:00,en,549
casilroy,0,193,2011-08-29 14:46:36+00:00,en,16
elcasho,4,613,2011-01-14 02:35:24+00:00,en,38
DanielJeruzin,2,1455,2015-05-04 10:36:51+00:00,en,53
Kkeeganbrown,5,3427,2011-12-11 15:19:06+00:00,en,27
_DemiD_Lovato_,12,110,2011-02-04 03:16:49+00:00,en,6
JUANROBERTO06,3,180,2010-01-16 15:16:51+00:00,en,12
petergriffin355,4,681,2014-03-08 17:34:19+00:00,pt,30
stykish,1,115,2012-09-20 03:32:22+00:00,en,17
qralumnitagPHX,0,310,2011-06-16 17:37:52+00:00,en,10
karn_eiei,28,1156,2011-05-10 06:34:07+00:00,en,138
SutisaToey,3,104,2014-01-04 14:23:00+00:00,en,13
yhamei_18120,0,83,2009-11-03 08:56:41+00:00,en,4
ooscarso,10,260,2009-11-09 14:19:31+00:00,es,12
yassinooos,36,1352,2011-01-06 02:06:15+00:00,fr,59
kaitlyn_jack,127,876,2010-06-06 17:47:00+00:00,en,66
christophergar7,0,419,2011-06-21 19:14:17+00:00,en,8
marksf25,1,196,2011-11-18 22:45:21+00:00,en,8
Serg5519,2,524,2012-04-03 05:30:03+00:00,en,19
karenveronica18,9,1243,2012-07-09 03:26:32+00:00,es,31
mimie081104,3,830,2010-06-11 09:08:38+00:00,en,24
orelyxo,1,36,2013-02-12 15:28:01+00:00,fr,1
australianhero,8,866,2009-05-27 02:10:42+00:00,en,37
la_konzentida13,4,1304,2010-11-10 11:26:35+00:00,en,22
matheusthiagofb,4,101,2010-06-26 21:33:22+00:00,en,15
adnasani1981,1,1745,2012-01-03 23:23:12+00:00,en,116
Kiko007R,0,136,2013-11-24 20:59:28+00:00,en,12
oshunde,0,492,2011-03-19 07:43:54+00:00,en,15
shinu1924,2,53,2010-06-06 18:23:07+00:00,en,2
mariabaillie1,0,163,2012-10-24 13:18:23+00:00,en,4
belle_1199,0,120,2013-03-09 17:35:30+00:00,en,14
Bisset97,0,75,2012-07-09 23:40:04+00:00,pt,3
shantalkumaran,6,1855,2012-10-11 09:50:53+00:00,en,101
chui_maggie,3,60,2013-10-11 14:27:06+00:00,en,1
sandew861,1,128,2016-02-10 03:43:05+00:00,id,4
kennethmunn1,1,147,2011-12-26 02:37:58+00:00,en,15
badchickz_abby,10,2335,2010-12-20 04:06:55+00:00,en,13
cihnim1,0,94,2013-12-21 13:47:30+00:00,ko,6
pangallo7,4,853,2009-08-03 17:55:00+00:00,en,27
AddoniaSidus,0,124,2012-11-05 02:03:10+00:00,en,11
jonnysm1th98,4,189,2012-04-10 23:40:08+00:00,en,6
lindsaynicole90,7,315,2009-06-15 22:16:48+00:00,en,15
VaughanGaven,3,159,2014-10-19 16:50:38+00:00,en,5
ElViiRaT,2,85,2009-07-30 10:54:52+00:00,en,11
jacksathy,3,563,2011-08-01 01:56:17+00:00,en,26
zurnaciiii,0,131,2009-12-27 15:26:22+00:00,en,13
jhoanacarde,5,339,2010-06-29 13:51:26+00:00,es,12
inlata,1,141,2009-07-28 22:55:00+00:00,en,5
dian_febriant,4,762,2013-10-02 13:28:03+00:00,en,11
biagatta,1,233,2009-11-15 13:58:17+00:00,en,18
sagar_sahil786,5,2728,2013-12-06 12:40:52+00:00,en,85
sekimouth18,2,1454,2010-06-28 12:45:15+00:00,ja,26
pandufaj2908,3,175,2011-05-27 06:45:10+00:00,en,12
Maritsa84897569,2,976,2013-07-04 13:32:46+00:00,en,38
donnapuckett15,3,1110,2014-09-30 18:35:21+00:00,en,40
anshahsilmiafif,18,189,2012-07-09 05:23:51+00:00,en,7
city0fcone,883,2212,2012-09-24 21:49:42+00:00,pt,20559
UNCfan011,0,93,2009-05-21 20:37:17+00:00,en,15
gfhgfhfgh3,1,311,2012-06-01 21:42:52+00:00,es,11
FrkLedgaard,1,165,2009-12-31 00:26:25+00:00,en,9
Mortimer55r,1,105,2012-09-21 04:38:13+00:00,zh-cn,4
Manindersingh38,0,59,2011-05-30 10:44:34+00:00,en,4
dino_raw123,3,1306,2011-08-23 00:05:55+00:00,en,59
ALanaaa1,5,152,2009-07-15 13:36:27+00:00,en,13
Nungning_foryou,4,171,2010-12-16 04:20:52+00:00,en,670
MississippMommy,1,148,2011-01-11 18:58:32+00:00,en,4
relaypoint14,3,1317,2011-02-01 08:31:43+00:00,ja,66
grewill_2010,2,987,2012-05-13 05:18:03+00:00,en,19
JessCollingwood,2,154,2011-09-24 21:01:21+00:00,en,4
CYahya31,3,1107,2011-06-20 09:31:28+00:00,en,46
kebap6,0,197,2013-03-05 20:30:57+00:00,en,11
dboye4,0,466,2012-11-09 09:57:22+00:00,en,13
oetam1,1,1295,2011-09-18 22:28:40+00:00,en,36
Objpromise,0,94,2012-01-06 12:22:44+00:00,en,8
KerneLopez,35,558,2013-03-01 05:49:06+00:00,en,28
hasdoe,4,113,2011-02-05 03:18:30+00:00,en,20
maka197,2,91,2010-09-12 07:30:00+00:00,en,10
1110melissa,14,237,2010-10-22 15:13:05+00:00,en,206
SeanDProd_95,7,1886,2013-02-23 14:43:19+00:00,en,125
OSGIGA_real,0,615,2016-07-06 19:28:41+00:00,de,27
tricksarado,3,229,2009-07-08 14:18:02+00:00,en,16
rajnigu59871537,0,153,2014-04-18 12:49:32+00:00,en,6
sairasrk,0,126,2014-04-29 13:47:48+00:00,en,7
shah01pk2011,3,1169,2011-02-16 04:25:16+00:00,en,8
jouldarani,2,215,2012-12-30 08:55:40+00:00,en,12
BruuhOliv,3,244,2011-10-13 14:40:23+00:00,pt,16
LevertonGraham,0,137,2014-11-05 15:00:21+00:00,en,11
nickyhartanto,82,318,2011-10-11 16:18:31+00:00,en,1128
jgettmann59,7,161,2011-12-25 20:42:32+00:00,en,5
Mr_jordan_sam,0,41,2010-12-27 20:44:19+00:00,en,1
BeBelOveluv,19,327,2010-02-07 09:33:25+00:00,en,33
LenkaBrendisek,1,259,2012-02-10 18:20:13+00:00,en,15
TarteuRazvan,6,2477,2012-04-28 17:50:22+00:00,en,62
TaraElena25,5,652,2011-06-29 23:31:23+00:00,en,17
Quzei,5,623,2012-02-15 15:50:17+00:00,sv,12
Cengiztamay,0,198,2011-04-01 17:48:11+00:00,en,8
laura14289234,0,87,2012-02-18 19:22:07+00:00,en,2
maakh1974,0,81,2013-09-05 09:55:55+00:00,en,6
Noob00,8,1304,2009-02-24 02:54:18+00:00,en,70
MewSomomo,0,143,2010-01-09 02:17:56+00:00,en,11
LIBLOVESU,1,410,2011-06-03 06:26:25+00:00,en,21
MarionDusseaux,5,723,2016-01-18 10:49:18+00:00,fr,25
239Mollyy239,1,135,2011-03-22 14:15:43+00:00,en,16
koszal2000,4,182,2014-01-25 16:52:39+00:00,pl,14
l33532535,4,1886,2014-10-16 00:32:09+00:00,zh-CN,86
boedhie75,4,355,2013-10-24 22:10:35+00:00,en,13
tristandodd1,6,942,2011-06-06 23:23:47+00:00,en,153
vicentealcazar2,131,2521,2012-02-29 13:14:29+00:00,es,97
mmv2211,2,1143,2013-12-13 11:04:00+00:00,ru,194
cajunqueen11,2,405,2009-07-15 17:15:03+00:00,en,23
lollypopchloe13,0,49,2011-05-19 20:47:23+00:00,en,4
Majkrose,0,40,2011-01-30 15:53:33+00:00,en,3
Ben_Gransby123,0,104,2013-12-05 22:15:23+00:00,en,4
CanwinLie,277,2408,2010-08-24 14:24:24+00:00,en,14581
tobiaszst,1,893,2011-05-20 21:42:00+00:00,en,27
lcy3824,1,143,2011-07-01 08:18:05+00:00,ko,5
timothycottrell,1,180,2009-10-23 01:21:55+00:00,en,5
annet_ruiz92,3,500,2010-12-05 05:44:43+00:00,en,8
gxxjack,1,107,2013-01-26 03:56:27+00:00,en,4
clemsbrems,5,120,2010-11-18 19:26:08+00:00,de,5
charjer69,0,92,2009-12-18 23:16:20+00:00,en,10
jaylin_davidson,2,740,2012-12-10 23:30:39+00:00,en,25
hattorikyokutyo,11,1542,2010-12-20 04:14:11+00:00,ja,19
Da_Milk_Man,1050,1646,2011-09-03 22:28:52+00:00,en,12380
edambriz,4,680,2009-07-30 02:13:26+00:00,en,60
randymax20,9,147,2011-03-16 02:15:04+00:00,es,35
motocrossmagee3,3,694,2009-03-28 16:12:39+00:00,en,33
valescavitoria1,0,107,2011-09-26 18:26:10+00:00,pt,15
hugofonseca14,2,200,2014-03-13 21:08:59+00:00,en,20
marlhon29,5,1288,2012-06-14 09:33:31+00:00,en,65
sadaqatbhatti5,0,192,2015-10-23 16:20:50+00:00,en,27
andredunant,13486,631,2009-06-30 01:55:44+00:00,en,9654
lexiggg,1,549,2009-03-30 02:57:19+00:00,en,20
claudie6,18,148,2009-05-25 20:52:10+00:00,en,6
muhammad7861982,0,47,2012-07-14 17:56:45+00:00,en,1
MrLukaTony,7,1778,2011-01-14 16:57:09+00:00,en,20
lizelizen,0,1553,2015-10-13 02:01:50+00:00,ja,16
asd_gb,2,211,2013-07-07 18:16:27+00:00,es,21
TStatAhki,2,500,2011-04-27 21:21:27+00:00,en,3
AberaAbiyo,0,304,2011-10-19 14:10:59+00:00,en,2
DropBox1122,0,450,2012-10-21 19:39:30+00:00,de,11
yamamaof4,16,351,2009-04-11 00:33:29+00:00,en,12
orange8734,2,167,2009-09-22 02:19:18+00:00,en,17
CherryNeopets,0,342,2011-11-27 13:27:17+00:00,pt,18
bitrakiran3,1,259,2012-05-13 13:54:21+00:00,en,19
sammyantherjane,4,371,2009-08-31 14:49:56+00:00,en,9
tucker13542,1,112,2011-03-11 16:17:33+00:00,en,656
xoyalamabenix,172,1069,2011-03-30 04:30:48+00:00,en,13
melitamencio,5,1347,2012-02-05 04:13:14+00:00,en,51
joedguevaramora,3,104,2012-01-16 03:55:56+00:00,es,5
SaraAPatterson,0,92,2010-09-06 13:32:17+00:00,en,7
mirpie3043,1,63,2010-09-11 15:51:52+00:00,en,1
blubberbody,12,1746,2009-06-27 14:05:54+00:00,en,77
roysci,0,36,2011-02-16 13:31:50+00:00,en,1
sophnt2,0,179,2016-02-09 23:28:54+00:00,it,6
LiliaGtzMa,7,436,2010-07-21 21:10:36+00:00,es,24
flakelive,1,240,2008-08-26 11:39:02+00:00,en,9
s3xci_y3lla_09,5,2057,2009-07-02 21:25:19+00:00,en,50
3023tom,0,93,2011-07-24 06:33:01+00:00,en,6
MuhlissuhAnne,20,1846,2013-05-29 00:15:13+00:00,en,106
wallacee20,8,113,2009-10-15 03:36:07+00:00,en,9
goldencristina,0,1103,2009-11-07 17:16:36+00:00,en,22
azaz1118,0,219,2011-10-13 10:17:53+00:00,ko,11
Jaswilko,2,1311,2010-05-16 19:24:22+00:00,en,67
That_kid33,5,773,2012-06-28 20:58:48+00:00,en,26
aimeetheawright,1,228,2010-04-27 06:38:03+00:00,en,22
BartonKingd23,2,352,2011-12-16 22:50:51+00:00,en,14
sisere,0,86,2009-07-08 14:54:42+00:00,en,6
donthiChippu,3,201,2011-06-27 13:47:51+00:00,en,23
FilipedaMata1,18,3390,2014-01-20 00:11:34+00:00,en,74
Alyssawolf2,0,97,2012-04-10 19:51:41+00:00,en,7
CarlMFields,1,96,2012-11-16 06:44:56+00:00,en,9
HeatherMccarro1,0,406,2011-12-28 22:17:31+00:00,en,20
NicoleMayne,7,92,2011-09-06 16:28:58+00:00,en,4
spadetx,5,674,2011-01-11 02:14:22+00:00,en,25
PoneiQueTeSeduz,0,78,2011-08-29 14:30:50+00:00,pt,7
ldivory,2,1095,2010-11-04 23:35:33+00:00,en,27
ngebai,4,319,2012-10-09 20:50:54+00:00,en,889
amali_apex_guy,2,127,2011-10-06 10:19:32+00:00,en,8
thisisdumb09,1,222,2009-07-15 17:22:09+00:00,en,4
sabuguets,4,154,2009-07-17 19:21:06+00:00,en,40
pollomg,3,174,2010-03-10 14:09:44+00:00,en,3
jonespamela2011,0,143,2011-02-02 19:35:17+00:00,en,9
masterpope1,0,463,2013-11-26 03:26:58+00:00,en,12
BbyDuck_ily,4,1458,2010-07-24 07:23:13+00:00,en,69
fhleea,4,282,2012-01-17 07:08:29+00:00,en,3
rio_adhiyaksa,11,3008,2016-01-24 06:16:18+00:00,id,34
wantyjlw,5,1892,2010-09-19 09:03:32+00:00,en,59
bubblekate96,3,104,2010-10-10 05:47:05+00:00,en,8
rowbowhippy,1,200,2011-07-10 00:49:35+00:00,en,12
ginap_87_,4,1531,2012-01-03 01:05:41+00:00,es,48
eltorro777,3,372,2009-07-10 18:57:00+00:00,en,12
isnimeisya,1483,1242,2009-06-08 14:12:02+00:00,en,21322
ElYomole1,1,1949,2011-05-20 01:21:39+00:00,en,51
kerniche,0,641,2011-11-01 14:15:44+00:00,fr,17
uio4588,22,3238,2013-06-02 13:22:31+00:00,en,99
KiDDFr3SH23,2,163,2009-09-03 01:45:13+00:00,en,11
saretaiscool,5,237,2009-06-26 10:25:42+00:00,en,9
druidplow6,2,1008,2011-01-23 01:46:04+00:00,en,35
julieHammerseth,2,84,2011-04-25 16:32:53+00:00,en,7
youngearl7,0,100,2012-07-28 14:23:32+00:00,en,2
BrooksZahria,10,2051,2012-06-03 16:57:44+00:00,en,46
rebecca_lovers,0,341,2011-11-08 04:16:52+00:00,pt,16
arslanbutt33,1,145,2011-02-07 09:08:05+00:00,en,6
stu69100percent,43,2957,2009-06-17 22:40:42+00:00,en,48
Izicnewton,0,36,2011-09-08 17:53:28+00:00,en,2
kirstie_b_h,0,182,2014-10-14 08:39:36+00:00,en-gb,7
letsmailvivek,16,777,2014-05-16 06:54:22+00:00,en,70
gabrielCardiel,3,1101,2010-09-17 00:15:59+00:00,es,16
emresama,2,144,2010-03-04 13:50:14+00:00,en,7
mkt1209aoo,1,1639,2015-10-19 09:56:43+00:00,ja,20
MTDawgPound2017,0,200,2015-09-24 15:46:22+00:00,en,4
LiseAnnmorrison,1,93,2016-09-13 04:52:26+00:00,en,3
aalkema1,1,855,2012-05-16 18:51:42+00:00,nl,19
jaymike16,0,50,2012-10-13 15:43:52+00:00,en,4
RakotoarimisaZo,0,110,2011-10-20 21:19:42+00:00,en,9
RanGela21,1,50,2011-09-28 12:48:24+00:00,en,26
heggs1990,1,268,2010-07-01 08:43:37+00:00,en,10
saltwater_room2,0,138,2010-06-11 03:10:42+00:00,en,17
C0urtnee559,1,269,2010-09-02 03:49:50+00:00,en,14
Nathy1212Ajayi,0,52,2013-07-12 15:26:07+00:00,en,5
JeCa98,0,149,2011-06-08 02:30:41+00:00,es,21
walf56667,0,396,2012-01-19 17:22:51+00:00,en,17
shg59,5,80,2013-06-03 10:10:19+00:00,en,10
cdmatlock101,2,80,2011-06-11 20:45:12+00:00,en,11
kaitlinfayetidw,5,1499,2012-04-13 00:36:12+00:00,en,85
Kajkp,0,487,2014-11-06 19:55:28+00:00,en-gb,16
RoMaNoNeeve,3,296,2011-07-07 07:16:05+00:00,es,7
SyedAli66,1,674,2011-10-18 16:33:41+00:00,en,36
angelricardo39,0,136,2011-12-19 18:12:57+00:00,es,15
tadahiko7338,0,1566,2010-12-31 18:15:00+00:00,ja,84
David_Magnusson,35,402,2009-01-08 15:27:34+00:00,sv,5
CristinaWonka,2,268,2011-04-26 14:54:59+00:00,es,23
ivannovajimenez,0,51,2012-02-12 02:41:29+00:00,es,3
wikispeed1,3,39,2011-01-13 05:41:25+00:00,en,6
jo_ogano,1,296,2011-01-22 04:01:33+00:00,en,11
Quesdilla,0,128,2009-04-21 02:42:13+00:00,en,7
staywithselalaa,0,111,2012-09-13 00:01:25+00:00,es,5
NEONOTIONZ,4,527,2011-07-22 06:43:25+00:00,en,22
AlisonChitt,15,355,2013-04-14 08:40:34+00:00,en,12
atrisjono,4,219,2012-10-22 08:12:03+00:00,en,36
AussieCutie,5,1798,2009-05-31 01:46:20+00:00,en,45
tina_edmonds,0,165,2014-05-24 12:45:56+00:00,en-gb,23
BeFri17,6,161,2016-03-08 15:52:02+00:00,de,5
tracysagar,3,539,2011-11-23 12:26:53+00:00,en,67
vkmotolife,11,80,2011-01-10 10:52:46+00:00,en,4
qwwedfcv,1,152,2011-08-08 22:24:04+00:00,en,9
NicolasBellini,3,169,2010-09-12 20:48:50+00:00,en,12
cammyevans,0,60,2011-02-16 22:25:31+00:00,en,9
BigG15,3,174,2009-05-18 23:07:04+00:00,en,7
rsnboy,1,124,2010-03-03 10:55:21+00:00,en,18
csiszi44,1,168,2013-09-24 16:28:32+00:00,hu,5
wascha123,26,1845,2009-07-20 03:13:22+00:00,en,196
DamnJaySTACCIN,10,175,2010-01-18 02:01:50+00:00,en,63
chetnamalhotra4,0,156,2012-09-27 03:46:03+00:00,en,10
MireReper,9,1856,2011-01-19 11:35:33+00:00,en,36
hunniesosweet,1,45,2011-02-28 21:12:09+00:00,en,18
rikk_ricky,0,158,2013-10-25 05:01:03+00:00,en,6
JodcandyJody,3,217,2013-09-13 11:32:05+00:00,en,31
Lyrikss,2,1786,2010-02-07 08:47:26+00:00,fr,33
sedatseven1,0,78,2011-11-15 00:39:00+00:00,en,2
Lionluvrr,1,112,2009-06-04 22:43:59+00:00,en,3
blayzed1,0,111,2010-05-12 23:12:44+00:00,en,14
_Joanna14_,5,1725,2010-04-03 06:34:30+00:00,en,59
syafiqwahyudy,3,296,2013-11-19 21:13:20+00:00,en,16
suzaine530,3,357,2013-04-10 15:46:39+00:00,fil,22
lashergr,2,51,2012-10-04 02:59:57+00:00,en,4
KINGKJWilliamz,5,1126,2012-05-09 20:30:43+00:00,en,59
woohyun0525,9,168,2010-09-28 12:47:55+00:00,en,29
LeonWillian,1,38,2011-09-15 22:26:59+00:00,es,1
AkaXiong,0,98,2011-09-24 04:55:19+00:00,en,3
ramiroxa145,8,1907,2010-06-11 23:17:17+00:00,es,44
mahmoud22518582,3,62,2015-03-03 21:46:49+00:00,ar,1
FreemanKylee,5,1209,2012-02-02 03:44:06+00:00,en,30
Shamoochaudhary,4,85,2017-04-27 15:38:43+00:00,en,6
MrKangol,1,456,2009-05-01 23:18:19+00:00,en,14
AALucifer,3,86,2010-07-09 17:50:18+00:00,en,10
shendyLangi,0,199,2013-03-04 09:43:10+00:00,en,14
RedneckUWannaB,79,319,2013-06-12 19:19:23+00:00,en,8
Ooliiveiira,9,108,2009-10-20 15:52:54+00:00,en,11
n166135tn1664,0,225,2010-12-14 18:08:27+00:00,en,10
anilarc3,9,139,2013-11-18 05:30:40+00:00,en,15
KadeTaylorrr,1,258,2011-08-02 02:29:23+00:00,en,18
BibendumL,3,128,2014-09-01 01:44:08+00:00,en,10
artesolanito,2,3255,2011-11-13 23:19:49+00:00,pt,58
brooksrichar114,7,2043,2011-04-13 12:36:28+00:00,en,52
MarieMarmet,2,786,2013-10-13 20:35:48+00:00,fr,45
emily111x,0,60,2011-04-17 22:55:32+00:00,en,4
sundaygodwin1,4,1296,2011-06-27 13:50:52+00:00,en,60
SharulBatista,7,2856,2011-01-14 08:27:00+00:00,en,37
majalinden,1,1376,2009-05-08 15:34:24+00:00,en,52
marin_nou,0,492,2013-09-12 14:22:05+00:00,fr,20
crazygirly98,3,250,2009-10-23 08:38:41+00:00,en,14
jjoekid05,19,1360,2009-09-28 18:22:28+00:00,en,49
james47948459,0,220,2013-02-25 09:23:56+00:00,en,9
Hilka_Voges,5,47,2009-05-08 10:52:20+00:00,en,2
12blloyd,10,2289,2009-08-18 20:35:55+00:00,en,80
ConfesseAoVoldy,3,136,2012-01-17 01:27:54+00:00,pt,9
alanoconnor11,5,1858,2012-11-25 16:33:32+00:00,en,23
rabc860805,3,179,2011-12-15 14:16:00+00:00,zh-tw,14
baby_vianney22,16,158,2010-02-10 16:53:39+00:00,es,10
Yadboyz_rondo,0,35,2011-02-20 11:07:49+00:00,en,1
yuen102335,0,104,2013-04-22 02:44:14+00:00,en,1
kumpirawong,6,221,2010-12-04 11:49:50+00:00,en,2
Spidy1975,2,284,2014-09-12 19:45:37+00:00,de,4
Haruhi_Fugioka,2,252,2010-07-14 02:06:44+00:00,en,11
jngu90,0,525,2012-10-25 03:05:50+00:00,en,19
nikasakao,39,2062,2012-12-04 06:09:54+00:00,en,29
aaqmv,0,65,2015-01-05 15:14:46+00:00,en,1
DarkMcGark,3,1775,2016-06-01 20:36:08+00:00,en,21
silveryi,7,1811,2009-09-23 12:02:27+00:00,en,14
sanitycure,0,486,2011-10-04 00:21:30+00:00,en,29
pbnet1,2,92,2012-02-03 18:41:17+00:00,ar,3
MaTr1xHD,0,654,2011-01-19 21:24:47+00:00,en,19
BolanosGerardo,2,1066,2011-09-24 03:38:37+00:00,en,34
Leita_FTANG,29,436,2009-07-23 07:35:14+00:00,en,138
kelseyCRAZZanne,4,56,2010-12-18 09:27:42+00:00,en,3
GuyBailey6,0,83,2013-11-09 22:07:10+00:00,en-gb,5
pungkuimulan991,7,1482,2013-03-25 15:24:37+00:00,ko,15
poombot,1,86,2014-05-20 10:26:04+00:00,en,6
micahlmy,3,119,2009-09-02 09:54:05+00:00,en,9
GINCHAR,1,187,2010-10-21 18:49:10+00:00,ja,5
no_oneeee,3,114,2012-07-05 06:34:19+00:00,en,3
DeeSqu4red,0,380,2009-09-17 22:38:05+00:00,en,30
03ecmariano,7,1576,2012-08-13 07:17:53+00:00,en,21
paigeee92,1,116,2010-10-14 16:54:26+00:00,en,10
saowalak_08,32,155,2009-10-19 02:54:01+00:00,en,21
airadrian7,1,350,2010-09-12 17:38:16+00:00,en,19
fchavez49,1,478,2011-11-29 03:11:38+00:00,en,12
matthewIoranong,3,213,2014-02-16 07:38:26+00:00,en,6
rickyphelps11,0,37,2011-01-08 15:52:59+00:00,en,2
smltwngrl18,2,986,2009-08-22 07:34:29+00:00,en,65
almiro_dias,0,202,2015-04-05 15:31:20+00:00,pt,3
Tickka_twilight,8,67,2010-08-07 07:22:56+00:00,en,9
stwawbewie94,1,92,2010-02-23 23:29:50+00:00,en,10
juliea_marie,2,260,2011-02-12 07:49:45+00:00,en,5
BiggyG77,65,506,2012-02-29 03:14:39+00:00,en,417
04150157,1,144,2010-07-01 11:54:34+00:00,ja,4
lm9993,1,212,2010-04-03 23:52:15+00:00,en,5
BaiuGrimmie,98,500,2012-10-21 16:56:59+00:00,id,433
phenalipy,1,177,2010-12-07 21:35:44+00:00,en,9
missgongloff,0,85,2010-02-09 03:56:13+00:00,en,12
meshomoner,2,132,2011-11-10 14:18:00+00:00,en,13
SgEhEiMnIsS,1,67,2013-07-30 16:35:56+00:00,de,4
simplerulesdev,2,439,2011-05-13 20:48:54+00:00,en,53
vandermark00,13,87,2008-05-21 23:47:38+00:00,en,7
izasaur,2,235,2011-11-14 03:59:00+00:00,en,46
OliviaHooper4,4,1030,2012-05-06 06:02:43+00:00,en,30
Dd88818,0,74,2017-06-03 06:05:25+00:00,ko,10
Tatitejeda,0,75,2011-05-09 03:01:44+00:00,en,5
zarlalove,11,561,2010-05-04 21:43:26+00:00,en,87
bostickboots,2,188,2010-10-29 19:10:07+00:00,en,6
amjtou,0,40,2010-02-06 16:12:22+00:00,fr,4
GbFernando14,2,1090,2012-01-27 01:21:38+00:00,es,35
JoseTensei,5,2136,2012-01-19 22:57:28+00:00,es,71
tongang2011,8,1415,2011-08-28 07:01:02+00:00,en,77
WillieGeeThink,42,378,2009-03-24 21:47:02+00:00,en,123
melindaaustin85,3,366,2012-09-14 14:38:00+00:00,en,12
Lover_boy2,2,1719,2010-08-17 16:23:32+00:00,en,33
EramiGonzalez,6,901,2013-10-29 20:47:39+00:00,en,22
erni_htb,2,245,2012-12-04 01:53:13+00:00,en,9
mazeries1,4,1266,2013-11-17 11:58:44+00:00,fr,40
pelpetter,1,1212,2014-03-28 16:00:29+00:00,ja,11
jangji830,1,135,2010-11-29 11:28:07+00:00,en,5
Fishiie_pla,3,186,2009-11-30 11:10:38+00:00,en,4
