"screen_name","followers_count","friends_count","created_at","lang","status_count"
"kumpirawong",6,221,"Sat Dec 04 11:49:50 +0000 2010","en",2
"Spidy1975",2,284,"Fri Sep 12 19:45:37 +0000 2014","de",4
"Haruhi_Fugioka",2,252,"Wed Jul 14 02:06:44 +0000 2010","en",11
"jngu90",0,525,"Thu Oct 25 03:05:50 +0000 2012","en",19
"nikasakao",39,2062,"Tue Dec 04 06:09:54 +0000 2012","en",29
"aaqmv",0,65,"Mon Jan 05 15:14:46 +0000 2015","en",1
"DarkMcGark",3,1775,"Wed Jun 01 20:36:08 +0000 2016","en",21
"silveryi",7,1811,"Wed Sep 23 12:02:27 +0000 2009","en",14
"sanitycure",0,486,"Tue Oct 04 00:21:30 +0000 2011","en",29
"pbnet1",2,92,"Fri Feb 03 18:41:17 +0000 2012","ar",3
"MaTr1xHD",0,654,"Wed Jan 19 21:24:47 +0000 2011","en",19
"BolanosGerardo",2,1066,"Sat Sep 24 03:38:37 +0000 2011","en",34
"Leita_FTANG",29,436,"Thu Jul 23 07:35:14 +0000 2009","en",138
"kelseyCRAZZanne",4,56,"Sat Dec 18 09:27:42 +0000 2010","en",3
"GuyBailey6",0,83,"Sat Nov 09 22:07:10 +0000 2013","en-gb",5
"pungkuimulan991",7,1482,"Mon Mar 25 15:24:37 +0000 2013","ko",15
"poombot",1,86,"Tue May 20 10:26:04 +0000 2014","en",6
"micahlmy",3,119,"Wed Sep 02 09:54:05 +0000 2009","en",9
"GINCHAR",1,187,"Thu Oct 21 18:49:10 +0000 2010","ja",5
"no_oneeee",3,114,"Thu Jul 05 06:34:19 +0000 2012","en",3
"DeeSqu4red",0,380,"Thu Sep 17 22:38:05 +0000 2009","en",30
"03ecmariano",7,1576,"Mon Aug 13 07:17:53 +0000 2012","en",21
"paigeee92",1,116,"Thu Oct 14 16:54:26 +0000 2010","en",10
"saowalak_08",32,155,"Mon Oct 19 02:54:01 +0000 2009","en",21
"airadrian7",1,350,"Sun Sep 12 17:38:16 +0000 2010","en",19
"fchavez49",1,478,"Tue Nov 29 03:11:38 +0000 2011","en",12
"matthewIoranong",3,213,"Sun Feb 16 07:38:26 +0000 2014","en",6
"rickyphelps11",0,37,"Sat Jan 08 15:52:59 +0000 2011","en",2
"smltwngrl18",2,986,"Sat Aug 22 07:34:29 +0000 2009","en",65
"almiro_dias",0,202,"Sun Apr 05 15:31:20 +0000 2015","pt",3
"Tickka_twilight",8,67,"Sat Aug 07 07:22:56 +0000 2010","en",9
"stwawbewie94",1,92,"Tue Feb 23 23:29:50 +0000 2010","en",10
"juliea_marie",2,260,"Sat Feb 12 07:49:45 +0000 2011","en",5
"BiggyG77",65,506,"Wed Feb 29 03:14:39 +0000 2012","en",417
"04150157",1,144,"Thu Jul 01 11:54:34 +0000 2010","ja",4
"lm9993",1,212,"Sat Apr 03 23:52:15 +0000 2010","en",5
"BaiuGrimmie",98,500,"Sun Oct 21 16:56:59 +0000 2012","id",433
"phenalipy",1,177,"Tue Dec 07 21:35:44 +0000 2010","en",9
"missgongloff",0,85,"Tue Feb 09 03:56:13 +0000 2010","en",12
"meshomoner",2,132,"Thu Nov 10 14:18:00 +0000 2011","en",13
"SgEhEiMnIsS",1,67,"Tue Jul 30 16:35:56 +0000 2013","de",4
"simplerulesdev",2,439,"Fri May 13 20:48:54 +0000 2011","en",53
"vandermark00",13,87,"Wed May 21 23:47:38 +0000 2008","en",7
"izasaur",2,235,"Mon Nov 14 03:59:00 +0000 2011","en",46
"OliviaHooper4",4,1030,"Sun May 06 06:02:43 +0000 2012","en",30
"Dd88818",0,74,"Sat Jun 03 06:05:25 +0000 2017","ko",10
"Tatitejeda",0,75,"Mon May 09 03:01:44 +0000 2011","en",5
"zarlalove",11,561,"Tue May 04 21:43:26 +0000 2010","en",87
"bostickboots",2,188,"Fri Oct 29 19:10:07 +0000 2010","en",6
"amjtou",0,40,"Sat Feb 06 16:12:22 +0000 2010","fr",4
"GbFernando14",2,1090,"Fri Jan 27 01:21:38 +0000 2012","es",35
"JoseTensei",5,2136,"Thu Jan 19 22:57:28 +0000 2012","es",71
"tongang2011",8,1415,"Sun Aug 28 07:01:02 +0000 2011","en",77
"WillieGeeThink",42,378,"Tue Mar 24 21:47:02 +0000 2009","en",123
"melindaaustin85",3,366,"Fri Sep 14 14:38:00 +0000 2012","en",12
"Lover_boy2",2,1719,"Tue Aug 17 16:23:32 +0000 2010","en",33
"EramiGonzalez",6,901,"Tue Oct 29 20:47:39 +0000 2013","en",22
"erni_htb",2,245,"Tue Dec 04 01:53:13 +0000 2012","en",9
"mazeries1",4,1266,"Sun Nov 17 11:58:44 +0000 2013","fr",40
"pelpetter",1,1212,"Fri Mar 28 16:00:29 +0000 2014","ja",11
"jangji830",1,135,"Mon Nov 29 11:28:07 +0000 2010","en",5
"Fishiie_pla",3,186,"Mon Nov 30 11:10:38 +0000 2009","en",4
"AlexRath1",8,1943,"Sun Apr 22 15:40:58 +0000 2012","de",73
"nando06288131",0,517,"Sun Sep 21 14:09:47 +0000 2014","id",13
"Burge_Boo",0,212,"Fri Jan 20 19:12:54 +0000 2012","en",10
"Letticia_Diias",28,346,"Fri Apr 29 14:47:42 +0000 2011","en",16
"aandytt",0,127,"Fri Oct 22 00:42:34 +0000 2010","en",7
"Lil_Josh_Boss",8,152,"Wed Sep 08 20:02:01 +0000 2010","en",27
"steffan_tomos",3,203,"Thu Nov 27 00:41:26 +0000 2008","en",4
"adwirosPL",0,99,"Tue Apr 25 14:21:45 +0000 2017","pl",10
"CebuPacific2012",442,429,"Sat Sep 10 10:24:51 +0000 2011","en",8
"weemc96",4,500,"Sat Oct 09 12:54:33 +0000 2010","en",11
"edgar_eddie",2,126,"Wed May 04 00:48:43 +0000 2011","en",7
"BurrisSteph",0,184,"Sun Jul 15 04:11:44 +0000 2012","en",8
"EeveePsicopata",0,650,"Fri Mar 14 22:52:31 +0000 2014","pt",25
"lauriehudson12",10,1909,"Thu Jan 23 19:04:18 +0000 2014","en",95
"Sophia642",2,205,"Sat Nov 13 04:41:00 +0000 2010","en",17
"MingLangWU",1,113,"Fri Jun 14 13:13:43 +0000 2013","zh-tw",38
"Gilmourj2008",3,1440,"Thu Aug 02 18:41:54 +0000 2012","en",9
"seifelayek",0,63,"Sun Mar 13 17:22:47 +0000 2011","en",1
"MasonCarney",0,123,"Mon May 28 16:31:13 +0000 2012","en",9
"JakeKisro",9,274,"Sat Mar 07 12:00:58 +0000 2015","en",6
"Aline_Figueired",2,1541,"Mon Jul 27 13:45:53 +0000 2009","en",56
"adalberto_alex",19,486,"Thu Jul 21 01:45:07 +0000 2011","pt",326
"maRiPauviLLa",14,2205,"Sat Oct 29 02:49:08 +0000 2011","en",97
"jessicacherietj",3,88,"Sun Mar 21 13:39:24 +0000 2010","en",3
"InklingBoy7",19,352,"Wed May 25 13:31:31 +0000 2016","pl",26
"AleksandraStec",0,145,"Thu May 19 14:58:55 +0000 2011","en",3
"mymind58194267",1,870,"Mon Mar 05 05:47:26 +0000 2012","en",37
"msthomas225",12,138,"Mon May 11 04:05:25 +0000 2009","en",20
"ArizonaSucks",3,189,"Wed Mar 25 20:56:56 +0000 2009","en",9
"LoriSBillings",1,84,"Tue Nov 29 17:36:21 +0000 2011","en",5
"ferdii19",86,77,"Mon Mar 08 20:47:15 +0000 2010","en",1
"JJuego",5,1219,"Mon Jan 09 16:30:02 +0000 2012","en",32
"GonzaTitere",2,155,"Mon May 16 20:23:57 +0000 2011","es",6
"jean1635",0,223,"Thu Jul 07 04:05:19 +0000 2011","en",4
"domolove666",1,181,"Fri Dec 31 03:59:51 +0000 2010","en",11
"AaronOvervold",0,322,"Tue Dec 20 22:28:08 +0000 2011","en",10
"heibecf",4,175,"Fri Apr 09 21:08:05 +0000 2010","en",14
"tmihelar91",0,107,"Thu Sep 12 19:58:04 +0000 2013","en",8
"canikaltweetler",2,165,"Thu Oct 11 16:58:42 +0000 2012","tr",68
"jadavies14",9,1328,"Mon Mar 09 19:52:54 +0000 2009","en",42
"paochikita2010",4,126,"Thu Jul 22 17:18:56 +0000 2010","es",8
"bibianacassani_",3,87,"Thu Jan 05 03:48:36 +0000 2012","pt",8
"johannaalloun",2,116,"Mon Jun 29 14:50:30 +0000 2009","en",7
"mckenzie_best",0,78,"Wed Aug 12 13:40:16 +0000 2009","en",6
"woodyv00",4,262,"Mon Feb 22 09:24:14 +0000 2010","en",37
"tcronce2001",1,1222,"Tue Oct 29 08:59:19 +0000 2013","zh-CN",58
"MarilynSurrey",1,274,"Sun Jun 07 06:54:27 +0000 2015","en",8
"JayJubilee",4,119,"Tue Aug 31 09:18:39 +0000 2010","en",7
"NebiL_",4,130,"Tue Jul 28 00:11:20 +0000 2009","en",13
"faye_parischaya",1,627,"Mon Aug 13 12:17:50 +0000 2012","th",16
"trentarmine",1,335,"Sun Feb 13 01:41:06 +0000 2011","en",9
"Tboneman1412",3,187,"Tue Apr 28 01:29:39 +0000 2009","en",5
"aylizsf",1,109,"Thu Jun 12 22:39:21 +0000 2014","en",12
"StanfordLeo",1,594,"Wed Sep 30 08:03:42 +0000 2015","zh-cn",11
"NurAziraYaya",5,1449,"Thu Jun 23 06:33:09 +0000 2011","en",41
"KailiHeidorn",0,76,"Sun Oct 11 20:43:30 +0000 2009","en",12
"dibd5",149,1878,"Mon Nov 08 17:34:21 +0000 2010","en",279
"onzo_dustman",0,1169,"Fri Jun 20 06:05:06 +0000 2014","ja",54
"Boobtube2",0,120,"Mon Aug 13 15:19:58 +0000 2012","en",14
"SamadhanSannake",6,48,"Mon Aug 18 15:36:32 +0000 2014","en",1
"narancicpavle",3,1149,"Wed Jan 12 16:32:51 +0000 2011","en",27
"Spid3rMau",2,1559,"Tue Apr 17 19:31:40 +0000 2012","es",46
"FloTernes",1,62,"Tue Sep 27 07:50:43 +0000 2011","de",1
"travis_harriet",1,66,"Fri Jan 16 01:51:25 +0000 2015","en",7
"PEllieJade",1,386,"Thu Aug 02 16:29:13 +0000 2012","en",9
"edy17love",2,246,"Tue May 27 13:12:47 +0000 2014","es",35
"3yoon_alhoob",2,196,"Sun Nov 14 20:52:56 +0000 2010","en",14
"AdrielSchemes",2,222,"Wed May 19 14:00:41 +0000 2010","en",20
"cha11831774",0,165,"Sat Jun 19 21:38:52 +0000 2010","en",13
"Rinske13",63,1070,"Wed Jun 13 19:40:22 +0000 2012","nl",131
"Ladiquell55",15,381,"Tue Mar 09 13:58:12 +0000 2010","en",28
"Lovethehardrock",6,534,"Sat Mar 12 12:55:51 +0000 2011","fr",18
"johnmay14",0,88,"Sat Oct 01 13:13:08 +0000 2011","en",9
"paige_miz",0,77,"Tue Oct 14 16:26:04 +0000 2014","en",19
"ViiiicTo0r",6,101,"Tue Jan 26 17:22:01 +0000 2010","en",17
"JuSpytoon",3,1482,"Sun Aug 07 02:04:48 +0000 2016","en",40
"BruceFbruce09",0,230,"Sun Sep 15 02:31:16 +0000 2013","en",9
"EpicSabby",1,114,"Wed Apr 29 20:54:46 +0000 2009","en",12
"cream6981",1,78,"Tue Jun 12 20:36:32 +0000 2012","en",7
"Princekimvan",2,1219,"Fri Feb 11 08:28:17 +0000 2011","en",32
"romian82",2,75,"Sun Apr 17 20:47:19 +0000 2011","en",6
"tchelo_dias",0,185,"Thu Jan 19 02:57:13 +0000 2012","pt",10
"tongueman33",26,383,"Sun Jan 08 20:31:26 +0000 2012","en",169
"micdanz",5,154,"Mon Feb 09 01:29:40 +0000 2009","en",13
"sj_wills",6,1654,"Tue Dec 17 22:51:01 +0000 2013","en",45
"val_cw",35,2055,"Wed May 21 20:42:30 +0000 2014","en",47
"ReSourceBeats",4,499,"Wed May 22 18:06:10 +0000 2013","en",15
"dylanistic",3,363,"Sat Aug 22 16:35:18 +0000 2009","en",45
"NonyaBu54254763",0,131,"Tue May 23 15:13:40 +0000 2017","en",8
"ububu3",1,1704,"Wed Feb 29 10:50:01 +0000 2012","ja",28
"wdever",28,2118,"Thu Apr 02 13:56:12 +0000 2009","en",157
"euqueriomar",2,79,"Fri Mar 02 04:37:40 +0000 2012","es",1
"bigman198989",4,1649,"Wed Jun 18 13:57:15 +0000 2014","en",26
"_9156458336312",1,53,"Mon Mar 05 12:17:00 +0000 2012","th",1
"1976Gaspar",0,123,"Sat Nov 26 10:28:04 +0000 2011","pt",6
"RikaDark7rd",1,1046,"Thu Feb 21 23:37:23 +0000 2013","en",28
"152004Alejo",0,104,"Mon Sep 28 15:18:31 +0000 2015","es",8
"vionadaisy29",4,294,"Wed Jan 08 05:16:19 +0000 2014","en",5
"jib_jab_quiz",4,810,"Wed Apr 08 10:46:58 +0000 2009","en",40
"Ssunny88623",2,347,"Mon Jul 18 04:00:57 +0000 2011","ko",13
"xamen",1,60,"Thu Apr 02 10:36:07 +0000 2009","en",6
"Fluxei",3,157,"Fri Dec 27 07:14:13 +0000 2013","en",13
"SteinmetzClara",4,121,"Tue Oct 18 10:10:21 +0000 2011","de",12
"charlottenoordz",3,1307,"Mon Nov 19 09:55:17 +0000 2012","nl",48
"ElisabethDvorak",0,145,"Tue Oct 11 21:35:23 +0000 2011","en",10
"KKajers",0,88,"Sun Mar 27 21:30:24 +0000 2011","en",2
"ortegacots",0,119,"Mon Dec 16 07:32:10 +0000 2013","en",12
"Gameboo_",4,1543,"Fri Jan 03 00:57:37 +0000 2014","en",45
"NivethaSara",11,146,"Wed Aug 10 04:22:51 +0000 2011","en",10
"dead4me",0,168,"Wed Aug 25 13:34:57 +0000 2010","en",9
"joshalishis",3,579,"Thu Aug 26 01:51:33 +0000 2010","en",15
"madheadmatthews",1,1399,"Fri Feb 11 07:44:35 +0000 2011","en",13
"gelvanebruno",1,171,"Wed Aug 12 23:09:50 +0000 2009","en",5
"CherylXiong",1,197,"Sun Aug 07 02:43:45 +0000 2011","en",4
"TedHajicek",3,575,"Thu Jun 16 22:19:02 +0000 2011","en",76
"hendrigitaris",3,736,"Mon Jan 16 05:31:12 +0000 2012","id",20
"Tadsaneewan",0,194,"Mon Dec 07 07:00:32 +0000 2009","en",6
"janlovemon",0,101,"Sat Jul 17 13:46:05 +0000 2010","en",3
"ababa111112",3,1123,"Sun May 04 10:34:40 +0000 2014","ja",149
"IchLiebDich2",1,1530,"Sat Mar 17 08:44:57 +0000 2012","de",52
"raulsilvamuoz",0,68,"Sat Aug 31 17:40:12 +0000 2013","es",2
"Vero_Calatayud",6,145,"Tue May 22 13:36:09 +0000 2012","es",4
"jquelinDwight",0,180,"Sat Aug 30 20:38:00 +0000 2014","en",6
"hope_wang",2,190,"Sun Aug 23 15:19:34 +0000 2009","en",15
"Channa93",1,40,"Sun Sep 12 16:17:54 +0000 2010","en",4
"760635ddb215445",3,376,"Sun Jun 08 05:25:56 +0000 2014","id",13
"GonzolezRodrigo",2,210,"Thu May 21 01:00:52 +0000 2015","en",3
"ellencristian10",6,287,"Thu Mar 08 17:44:21 +0000 2012","pt",12
"Julia_webbs",11,58,"Fri Dec 17 10:39:38 +0000 2010","en",3
"AndreaAraucoMel",7,353,"Tue Nov 08 00:05:53 +0000 2011","es",2
"ShahedA02118196",2,1296,"Sat Nov 03 18:48:59 +0000 2012","en",31
"ztk1212",1,75,"Wed Dec 19 21:42:10 +0000 2012","en",1
"lipop2",6,1099,"Tue Jun 29 22:17:29 +0000 2010","es",34
"odb1031",22,386,"Tue Sep 22 22:38:31 +0000 2009","en",95
"fernandezlaw",7,1396,"Tue Feb 24 04:24:41 +0000 2009","en",36
"fanyelectro",0,206,"Tue Jun 22 22:29:38 +0000 2010","es",1
"droreme",15,1885,"Wed Oct 05 18:10:34 +0000 2011","en",113
"crockersboss",0,62,"Mon Nov 21 18:37:45 +0000 2011","en",1
"XChanellle",0,169,"Mon Jan 31 19:04:18 +0000 2011","fr",12
"liza_hena",1,69,"Thu Jun 16 01:54:27 +0000 2011","es",1
"JCalvein",0,298,"Fri Mar 21 00:05:46 +0000 2014","en",9
"AskhaarY",6,1098,"Sat Nov 08 12:12:19 +0000 2014","en-gb",13
"_itxi",2,300,"Fri Dec 02 03:22:55 +0000 2011","es",5
"JUSTaDREAM256",5,1267,"Wed Mar 16 20:36:28 +0000 2011","de",34
"gianmyk",1,1211,"Sun Jun 24 13:06:28 +0000 2012","en",39
"nankyokuseip",1,224,"Fri Jan 08 22:10:43 +0000 2010","en",13
"Xaer10",6,1331,"Wed Apr 21 13:17:21 +0000 2010","es",47
"JordanVesselino",4,220,"Fri Sep 02 13:43:49 +0000 2011","en",12
"annamarkos",0,75,"Sun Nov 28 10:49:33 +0000 2010","en",7
"jamieking20",5,1606,"Tue Mar 20 22:28:30 +0000 2012","en",15
"SANDRA14684",2,1118,"Sat Dec 25 14:30:14 +0000 2010","en",47
"kcarinaconger",0,596,"Thu Apr 23 20:52:27 +0000 2015","en",26
"kriskooo1989",2,618,"Thu Apr 26 22:25:41 +0000 2012","en",19
"javiermacazani",0,45,"Thu Dec 30 07:18:40 +0000 2010","en",1
"harleyjeffries",1,325,"Tue Jun 07 15:43:56 +0000 2011","en",17
"blasterdude2",9,1822,"Thu Sep 08 01:18:53 +0000 2011","en",17
"MonsterKiX",0,184,"Mon Mar 28 21:25:11 +0000 2011","en",21
"GiuLady",2,152,"Wed Oct 06 16:45:24 +0000 2010","en",27
"hoob32",1,759,"Thu Nov 18 22:43:20 +0000 2010","es",18
"TeresaVeltri",14,259,"Mon Aug 26 04:31:00 +0000 2013","en",7
"katymora22",0,174,"Thu Mar 17 17:39:37 +0000 2011","es",15
"juleeeeez1985",1,114,"Sun Oct 20 23:49:55 +0000 2013","en",1
"zarul_amy",1,144,"Mon Aug 09 17:23:05 +0000 2010","en",4
"kevinvale06",0,132,"Fri Feb 25 16:26:09 +0000 2011","es",8
"michaelbender63",1,1019,"Wed Nov 06 03:44:43 +0000 2013","en",24
"NathaniaY",2,253,"Mon Aug 17 10:15:16 +0000 2009","en",23
"MauroVassallo",14,89,"Tue Mar 22 22:08:16 +0000 2011","pt",12
"ortegam768",5,1215,"Sun May 13 17:40:27 +0000 2012","en",49
"cindysteven2001",3,1304,"Wed Apr 27 19:46:34 +0000 2011","fr",64
"MichaelMcInnes7",1,376,"Sun Aug 11 15:59:53 +0000 2013","en",25
"LukeFatherley",5,335,"Sun Jul 24 20:52:50 +0000 2011","en",10
"tereportilla",10,290,"Wed Sep 29 02:20:25 +0000 2010","en",12
"touchmyfeeet",1,116,"Sun Sep 18 06:42:42 +0000 2011","en",6
"NuralievHalim",1,298,"Sat Jun 14 21:18:09 +0000 2014","en",8
"randymular",1,189,"Sat Jan 05 10:35:50 +0000 2013","en",10
"Erdal_067",3,1224,"Tue Jan 22 15:13:20 +0000 2013","tr",28
"DecadencePoint",24,1868,"Mon Apr 13 00:50:50 +0000 2009","en",46
"maliciuspoet",1,161,"Sat Jan 23 21:48:23 +0000 2010","it",8
"CarriOsborn",7,1505,"Fri Feb 24 15:04:37 +0000 2012","en",59
"ginaluster",3,1594,"Tue Aug 23 03:40:57 +0000 2011","en",78
"RubenFe06858623",1,587,"Thu Mar 13 21:48:39 +0000 2014","de",31
"jenny_lesmana",0,198,"Fri May 10 01:30:22 +0000 2013","en",83
"jimtex001",2,184,"Thu Oct 20 08:20:39 +0000 2011","en",11
"monkey11kenzie",0,185,"Fri Nov 20 03:34:12 +0000 2009","en",15
"i_love_taren",2,106,"Thu Nov 24 03:06:34 +0000 2011","en",3
"VivlinB",0,86,"Sat Oct 23 04:56:15 +0000 2010","en",2
"fmontlauren",4,211,"Thu Sep 06 15:38:59 +0000 2012","pt",19
"fabianofalbo",10,394,"Mon Jan 17 22:26:52 +0000 2011","en",18
"rosacasaletti",4,407,"Fri Mar 02 16:23:37 +0000 2012","it",13
"CatherineGauthi",2,258,"Tue Aug 23 23:00:14 +0000 2011","fr",11
"zulbea34",5,416,"Wed Feb 23 17:38:54 +0000 2011","es",16
"sigfridryrvik",2,1251,"Sun Aug 07 18:17:53 +0000 2011","en",9
"M_A_C_C",4,253,"Tue May 05 11:42:44 +0000 2009","en",9
"KHORSHEDRASUL",2,1499,"Thu Apr 18 10:50:22 +0000 2013","fa",58
"SriNovaliani",188,1006,"Thu Nov 17 03:48:56 +0000 2011","en",1338
"Haillixox",4,213,"Tue Jul 21 22:18:51 +0000 2009","en",7
"ailfewfe",1,167,"Tue Oct 18 18:11:34 +0000 2011","es",16
"Ertugrulcetin1",2,1167,"Fri Jan 27 09:02:32 +0000 2012","tr",38
"carolmello_1503",2,312,"Wed Mar 21 20:25:50 +0000 2012","pt",6
"ChloRatcliffe",376,3966,"Fri Jun 01 06:42:08 +0000 2012","en",647
"paulohhoffmann",3,1362,"Mon May 02 15:14:44 +0000 2011","en",47
"jallee55",3,944,"Thu May 04 11:32:52 +0000 2017","en",35
"LamondYah",6,1491,"Thu Apr 12 21:25:44 +0000 2012","en",62
"nkule34814391",6,1029,"Thu Jul 11 22:26:29 +0000 2013","en",56
"momfurno",23,340,"Sat May 04 01:56:04 +0000 2013","en",777
"Sriharsha97",6,1317,"Wed Jun 01 17:12:36 +0000 2011","en",52
"usmcmgy",0,128,"Fri Apr 09 01:47:23 +0000 2010","en",4
"Cristtiiiii",0,178,"Wed Feb 23 18:05:44 +0000 2011","es",12
"Stephgirlx",3,90,"Sun Oct 24 10:12:03 +0000 2010","en",22
"juanpalafoxxx",7,610,"Wed Jul 27 22:31:02 +0000 2011","es",84
"GiovannaJessen",1,165,"Sat Jul 02 07:31:13 +0000 2011","en",4
"xo0neamorexo",15,2296,"Wed Jun 17 21:00:15 +0000 2009","en",86
"dina636",1,165,"Sat Aug 28 08:03:52 +0000 2010","en",11
"nsbenaway",0,62,"Wed Apr 24 12:59:32 +0000 2013","en",2
"randome90210",0,63,"Sun Jul 22 04:54:28 +0000 2012","en",8
"Fatman396Daniel",2,341,"Sun Apr 14 04:36:09 +0000 2013","en",18
"ysagi63",2,263,"Tue Jun 08 04:12:18 +0000 2010","ko",12
"neil121212",8,1083,"Fri Sep 30 09:03:28 +0000 2011","en",55
"hanksmother",6,557,"Mon Aug 10 18:34:13 +0000 2009","en",21
"ponstad51",9,873,"Wed Aug 29 02:41:55 +0000 2012","en",30
"ooTheTCoo",2,46,"Sun Feb 06 19:57:09 +0000 2011","it",3
"KimKyoungEun",20,1853,"Sun Jan 17 11:36:28 +0000 2010","en",42
"PGFlasher",0,146,"Sun Feb 27 06:42:10 +0000 2011","en",13
"Joriquel",7,252,"Thu Oct 08 20:44:48 +0000 2009","en",9
"Roberghson",2,135,"Sun Sep 20 01:28:59 +0000 2009","en",24
"kansas_gurl",0,82,"Thu Jul 02 15:23:23 +0000 2009","en",17
"Sweetlady341976",0,77,"Tue Oct 04 17:54:33 +0000 2011","en",4
"Xandysamp",7,253,"Sat Sep 18 01:49:55 +0000 2010","en",13
"nuna_2008",1,174,"Sat Jun 23 14:06:00 +0000 2012","en",4
"alidemirkan1",4,1288,"Fri Jun 10 17:26:37 +0000 2011","tr",432
"raul_anton",0,176,"Sat Aug 15 18:34:51 +0000 2009","es",6
"sklee481",0,189,"Sun Feb 16 04:23:35 +0000 2014","en",10
"deetcbailey",1,114,"Tue Jul 26 02:46:06 +0000 2011","en",6
"My_head_says",0,403,"Wed Dec 08 00:24:10 +0000 2010","en",8
"ardsuk",0,65,"Wed Dec 01 02:05:12 +0000 2010","en",3
"epickid29",1,362,"Mon Nov 21 00:01:07 +0000 2011","en",9
"veles_j",8,460,"Tue Dec 11 01:57:05 +0000 2012","en",19
"gimmo2",1,137,"Mon Aug 06 14:22:40 +0000 2012","en",4
"MaryAnnJie",2,261,"Mon Jan 11 06:36:50 +0000 2010","en",9
"bigmaa312",0,309,"Sat Jan 04 08:06:52 +0000 2014","en",8
"ch3ko_0",1,67,"Mon Feb 20 02:15:26 +0000 2012","es",6
"meninakc",1,153,"Wed Oct 28 15:49:57 +0000 2009","en",8
"F3rl1nFerlin",0,198,"Sun Aug 12 18:22:32 +0000 2012","en",7
"edche07",0,278,"Sat Feb 27 14:20:09 +0000 2010","en",5
"maal1955",7,60,"Sun Mar 28 15:03:37 +0000 2010","en",1
"Iguatunet",53,594,"Thu Feb 12 01:47:43 +0000 2009","en",81
"ixijungixi",12,1591,"Mon Feb 21 21:28:42 +0000 2011","en",130
"Girlbal69",5,1582,"Sun Dec 07 20:33:31 +0000 2014","fr",79
"CIS_MmeSevilla",16,501,"Wed Jan 21 03:39:53 +0000 2015","en",71
"mmikac13",0,161,"Sun Jan 18 16:40:37 +0000 2009","en",40
"elliemulia",0,281,"Sun Jun 02 12:18:41 +0000 2013","en",26
"Lixiiiiii",0,175,"Thu Sep 09 00:34:37 +0000 2010","en",15
"luis6409",21,705,"Sun May 01 16:15:26 +0000 2011","en",91
"breann4413",20,322,"Tue Mar 13 07:54:43 +0000 2012","en",19
"Touette",3,1446,"Mon Oct 24 20:29:39 +0000 2011","fr",63
"lha_zamora",0,177,"Sat Feb 18 15:30:49 +0000 2012","fr",8
"drewbball22",1,1299,"Sat Jun 30 08:11:58 +0000 2012","en",63
"Etienne79310",34,2187,"Tue Jun 29 16:08:11 +0000 2010","fr",70
"KylieStarz",2,120,"Wed Mar 02 17:51:26 +0000 2011","en",7
"harveyorr",0,259,"Wed Jan 09 03:56:01 +0000 2013","en",4
"cuky26",0,163,"Thu Jun 17 23:28:57 +0000 2010","es",7
"gemmie1990",8,1078,"Wed May 06 19:38:27 +0000 2009","en",54
"leticiadomdc",2,59,"Tue Aug 03 17:18:22 +0000 2010","en",3
"laingpaul35",2,1257,"Mon Feb 18 10:00:03 +0000 2013","en",47
"KlaireChilders",218,511,"Sat Jul 28 04:45:56 +0000 2012","en",265
"triciahub67",0,208,"Tue Feb 11 18:17:59 +0000 2014","en",6
"ChazCassell",1,190,"Sat Mar 17 00:21:42 +0000 2012","en",4
"MaciekEs",1,209,"Sat Oct 16 16:21:18 +0000 2010","en",8
"yellowfingerdub",3,480,"Tue Dec 01 16:51:25 +0000 2009","en",9
"bebolattay",0,344,"Fri Apr 17 01:32:27 +0000 2009","en",7
"Camila270800408",1,137,"Thu Sep 24 23:08:52 +0000 2015","es",6
"RamsVerma34",0,64,"Sat Sep 22 10:39:04 +0000 2012","en",1
"Michelle_Falkus",0,150,"Sat Jan 25 07:54:55 +0000 2014","nl",10
"VMcEvoy1",7,1619,"Sun Nov 27 21:59:22 +0000 2011","en",90
"Hicham48689969",0,140,"Tue Jan 29 16:15:03 +0000 2013","fr",8
"Beeleencitah",4,160,"Fri Aug 20 01:14:15 +0000 2010","es",15
"kleinjulchen03",3,1385,"Sun Jun 21 16:59:51 +0000 2009","en",59
"RyanAverySutton",2,73,"Wed Feb 08 06:47:49 +0000 2012","en",7
"BoughtonOliver",0,38,"Sat May 05 11:56:14 +0000 2012","en",9
"CordoAlvaro",0,330,"Thu Dec 25 09:46:01 +0000 2014","en",19
"kolleremilien",4,1626,"Sun May 27 19:56:23 +0000 2012","fr",87
"maraghna59",3,263,"Tue Nov 26 08:20:41 +0000 2013","fr",9
"Leonardo_Bispo",22,460,"Mon Jun 07 00:48:28 +0000 2010","pt",51
"Seanferreira",104,554,"Thu Oct 21 02:51:08 +0000 2010","en",826
"yir889",0,78,"Tue Feb 25 06:36:08 +0000 2014","en",2
"Dragonasul86",1,881,"Fri Feb 10 16:19:43 +0000 2012","en",26
"MarkP39",0,124,"Tue Sep 20 19:13:13 +0000 2011","en",10
"LadyV6661",0,180,"Thu Jul 18 14:30:38 +0000 2013","en",17
"SBowman03",5,156,"Fri Feb 08 03:13:14 +0000 2013","en",3
"shortandlovely",9,1682,"Tue Apr 12 03:02:49 +0000 2011","en",63
"Sukhamta",2,258,"Fri Nov 26 14:33:29 +0000 2010","en",16
